dataset,seed,round,arm,accuracy,fpr,rejected,l0_rejected,accepted_sample_share,floor_n,floor_fpr,floor_l0_fpr,floor_median_norm,floor_median_unique_examples,above_n,above_fpr,above_l0_fpr,above_median_norm,above_median_unique_examples
mnist,42,19,B,0.2054,0.4444444444444444,40,40,0.23490558392090122,48,0.08333333333333333,0.08333333333333333,0.10480428859591484,20.0,42,0.8571428571428571,0.8571428571428571,0.9542272984981537,89.0
mnist,42,19,C,0.2057,0.4444444444444444,40,40,0.23490558392090122,48,0.08333333333333333,0.08333333333333333,0.10480428859591484,20.0,42,0.8571428571428571,0.8571428571428571,0.9428917169570923,20.0
mnist,42,29,A,0.2595,0.4111111111111111,37,37,0.23256276608443083,50,0.08,0.08,0.0978674404323101,20.0,40,0.825,0.825,0.9449780881404877,160.0
mnist,42,29,B,0.2651,0.43333333333333335,39,37,0.22878287510444437,50,0.08,0.08,0.0978674404323101,20.0,40,0.875,0.825,0.9860836565494537,87.5
mnist,42,29,C,0.2584,0.4111111111111111,37,37,0.23256276608443083,50,0.08,0.08,0.0978674404323101,20.0,40,0.825,0.825,0.9742390215396881,20.0
mnist,137,0,A,0.1057,0.23333333333333334,21,21,0.5586002268958897,49,0.0,0.0,0.6128334999084473,20,41,0.5121951219512195,0.5121951219512195,0.7003446221351624,160
mnist,137,0,B,0.1073,0.15555555555555556,14,14,0.7258050440701632,49,0.0,0.0,0.6128334999084473,20,41,0.34146341463414637,0.34146341463414637,0.7023698091506958,91
mnist,137,0,C,0.1086,0.05555555555555555,5,5,0.8992276812985426,49,0.0,0.0,0.6128334403038025,20,41,0.12195121951219512,0.12195121951219512,0.7031681537628174,20
mnist,137,9,A,0.2127,0.4444444444444444,40,40,0.16425460783882462,48,0.10416666666666667,0.10416666666666667,0.08795500546693802,20.0,42,0.8333333333333334,0.8333333333333334,1.1689478158950806,160.0
mnist,137,9,B,0.2126,0.4444444444444444,40,40,0.16425460783882462,48,0.10416666666666667,0.10416666666666667,0.08795500546693802,20.0,42,0.8333333333333334,0.8333333333333334,1.152879238128662,90.5
mnist,137,9,C,0.2127,0.4444444444444444,40,40,0.16425460783882462,48,0.10416666666666667,0.10416666666666667,0.08795500174164772,20.0,42,0.8333333333333334,0.8333333333333334,1.165385663509369,20.0
mnist,137,19,A,0.2131,0.4222222222222222,38,38,0.05128770614325271,51,0.09803921568627451,0.09803921568627451,0.06364630162715912,20,39,0.8461538461538461,0.8461538461538461,1.1626005172729492,160
mnist,137,19,B,0.2131,0.4222222222222222,38,38,0.05128770614325271,51,0.09803921568627451,0.09803921568627451,0.06364630907773972,20,39,0.8461538461538461,0.8461538461538461,1.1250276565551758,91
mnist,137,19,C,0.2131,0.4222222222222222,38,38,0.05128770614325271,51,0.09803921568627451,0.09803921568627451,0.06364630907773972,20,39,0.8461538461538461,0.8461538461538461,1.1759254932403564,20
mnist,137,29,A,0.2134,0.4111111111111111,37,37,0.18227602905569007,51,0.09803921568627451,0.09803921568627451,0.05230465903878212,20,39,0.8205128205128205,0.8205128205128205,1.1783554553985596,160
mnist,137,29,B,0.2134,0.4111111111111111,37,37,0.18227602905569007,51,0.09803921568627451,0.09803921568627451,0.05230465903878212,20,39,0.8205128205128205,0.8205128205128205,1.1372166872024536,90
mnist,137,29,C,0.2133,0.4111111111111111,37,37,0.18227602905569007,51,0.09803921568627451,0.09803921568627451,0.05230465903878212,20,39,0.8205128205128205,0.8205128205128205,1.1833668947219849,20
mnist,2024,0,A,0.1046,0.0,0,0,1.0,55,0.0,0.0,0.624798059463501,20,35,0.0,0.0,0.7062745094299316,160
mnist,2024,0,B,0.1047,0.0,0,0,1.0,55,0.0,0.0,0.624798059463501,20,35,0.0,0.0,0.711323082447052,94
mnist,2024,0,C,0.1045,0.0,0,0,1.0,55,0.0,0.0,0.624798059463501,20,35,0.0,0.0,0.7280334234237671,20
mnist,2024,9,A,0.3451,0.37777777777777777,34,20,0.23248946979894916,53,0.09433962264150944,0.03773584905660377,0.13942894339561462,20,37,0.7837837837837838,0.4864864864864865,0.6944701075553894,160
mnist,2024,9,B,0.4155,0.2777777777777778,25,15,0.4494333232011811,53,0.09433962264150944,0.03773584905660377,0.13942892849445343,20,37,0.5405405405405406,0.35135135135135137,0.7016399502754211,89
mnist,2024,9,C,0.4681,0.2,18,14,0.5445090972252378,53,0.05660377358490566,0.03773584905660377,0.13942892849445343,20,37,0.40540540540540543,0.32432432432432434,0.7071385383605957,20
mnist,2024,19,A,0.4836,0.24444444444444444,22,22,0.5575522915702201,52,0.057692307692307696,0.057692307692307696,0.10418285056948662,20.0,38,0.5,0.5,0.5399463176727295,160.0
mnist,2024,19,B,0.4862,0.23333333333333334,21,21,0.5612137536298978,52,0.057692307692307696,0.057692307692307696,0.10418285056948662,20.0,38,0.47368421052631576,0.47368421052631576,0.5621890723705292,92.0
mnist,2024,19,C,0.4858,0.2222222222222222,20,20,0.5616346113379067,52,0.038461538461538464,0.038461538461538464,0.10418285056948662,20.0,38,0.47368421052631576,0.47368421052631576,0.561213344335556,20.0
mnist,2024,29,A,0.5125,0.2222222222222222,20,20,0.5020760005901321,53,0.03773584905660377,0.03773584905660377,0.10508221387863159,20,37,0.4864864864864865,0.4864864864864865,0.49898672103881836,160
mnist,2024,29,B,0.5126,0.2222222222222222,20,20,0.5020760005901321,53,0.03773584905660377,0.03773584905660377,0.10508221387863159,20,37,0.4864864864864865,0.4864864864864865,0.5209040641784668,92
mnist,2024,29,C,0.5114,0.2222222222222222,20,20,0.5020760005901321,53,0.03773584905660377,0.03773584905660377,0.10508222132921219,20,37,0.4864864864864865,0.4864864864864865,0.4880596101284027,20
fashion_mnist,42,0,A,0.2037,0.0,0,0,1.0,50,0.0,0.0,0.7872572243213654,20.0,40,0.0,0.0,0.7290487289428711,160.0
fashion_mnist,42,0,B,0.2036,0.0,0,0,1.0,50,0.0,0.0,0.7872572243213654,20.0,40,0.0,0.0,0.7470507025718689,92.0
fashion_mnist,42,0,C,0.2034,0.0,0,0,1.0,50,0.0,0.0,0.7872572243213654,20.0,40,0.0,0.0,0.7445817589759827,20.0
fashion_mnist,42,9,A,0.202,0.4,36,36,0.26102413345183567,51,0.058823529411764705,0.058823529411764705,0.055119119584560394,20,39,0.8461538461538461,0.8461538461538461,1.0622564554214478,160
fashion_mnist,42,9,B,0.202,0.4,36,36,0.26102413345183567,51,0.058823529411764705,0.058823529411764705,0.05511912330985069,20,39,0.8461538461538461,0.8461538461538461,1.0535954236984253,91
fashion_mnist,42,9,C,0.2019,0.4,36,36,0.26102413345183567,51,0.058823529411764705,0.058823529411764705,0.05511912330985069,20,39,0.8461538461538461,0.8461538461538461,1.035929560661316,20
fashion_mnist,42,19,A,0.1998,0.43333333333333335,39,39,0.22940323749697994,50,0.1,0.1,0.03430534712970257,20.0,40,0.85,0.85,1.0975835919380188,160.0
fashion_mnist,42,19,B,0.1998,0.43333333333333335,39,39,0.22940323749697994,50,0.1,0.1,0.03430534899234772,20.0,40,0.85,0.85,1.117911696434021,92.0
fashion_mnist,42,19,C,0.1998,0.43333333333333335,39,39,0.22940323749697994,50,0.1,0.1,0.03430534899234772,20.0,40,0.85,0.85,1.0914324522018433,20.0
fashion_mnist,42,29,A,0.1998,0.4222222222222222,38,38,0.22390810246329626,52,0.07692307692307693,0.07692307692307693,0.02225540392100811,20.0,38,0.8947368421052632,0.8947368421052632,1.1657828092575073,160.0
fashion_mnist,42,29,B,0.1998,0.4222222222222222,38,38,0.22390810246329626,52,0.07692307692307693,0.07692307692307693,0.02225540392100811,20.0,38,0.8947368421052632,0.8947368421052632,1.1567813754081726,91.5
fashion_mnist,42,29,C,0.1998,0.4222222222222222,38,38,0.22390810246329626,52,0.07692307692307693,0.07692307692307693,0.02225540392100811,20.0,38,0.8947368421052632,0.8947368421052632,1.1341024041175842,20.0
fashion_mnist,137,0,A,0.2394,0.0,0,0,1.0,53,0.0,0.0,0.7006447315216064,20,37,0.0,0.0,0.7084315419197083,160
fashion_mnist,137,0,B,0.2389,0.0,0,0,1.0,53,0.0,0.0,0.7006447315216064,20,37,0.0,0.0,0.7122084498405457,94
fashion_mnist,137,0,C,0.2352,0.0,0,0,1.0,53,0.0,0.0,0.7006447315216064,20,37,0.0,0.0,0.7201863527297974,20
fashion_mnist,137,9,A,0.4789,0.0,0,0,1.0,54,0.0,0.0,0.2893127202987671,20.0,36,0.0,0.0,0.5835191011428833,160.0
fashion_mnist,137,9,B,0.4754,0.0,0,0,1.0,54,0.0,0.0,0.2893127202987671,20.0,36,0.0,0.0,0.5892100632190704,94.0
fashion_mnist,137,9,C,0.4759,0.0,0,0,1.0,54,0.0,0.0,0.2893127202987671,20.0,36,0.0,0.0,0.614370197057724,20.0
fashion_mnist,137,19,A,0.6189,0.0,0,0,1.0,52,0.0,0.0,0.2942892462015152,20.0,38,0.0,0.0,0.5549222528934479,160.0
fashion_mnist,137,19,B,0.6199,0.0,0,0,1.0,52,0.0,0.0,0.2942892462015152,20.0,38,0.0,0.0,0.558925986289978,95.0
fashion_mnist,137,19,C,0.6162,0.0,0,0,1.0,52,0.0,0.0,0.2942892462015152,20.0,38,0.0,0.0,0.5653473138809204,20.0
fashion_mnist,137,29,A,0.6616,0.0,0,0,1.0,54,0.0,0.0,0.29481370747089386,20.0,36,0.0,0.0,0.5095949321985245,160.0
fashion_mnist,137,29,B,0.6619,0.0,0,0,1.0,54,0.0,0.0,0.29481372237205505,20.0,36,0.0,0.0,0.5194473564624786,94.0
fashion_mnist,137,29,C,0.6585,0.0,0,0,1.0,54,0.0,0.0,0.29481372237205505,20.0,36,0.0,0.0,0.5201338231563568,20.0
fashion_mnist,2024,0,A,0.2943,0.0,0,0,1.0,54,0.0,0.0,0.7698661684989929,20.0,36,0.0,0.0,0.7266833186149597,160.0
fashion_mnist,2024,0,B,0.2966,0.0,0,0,1.0,54,0.0,0.0,0.7698661684989929,20.0,36,0.0,0.0,0.731348305940628,91.5
fashion_mnist,2024,0,C,0.2907,0.0,0,0,1.0,54,0.0,0.0,0.7698661684989929,20.0,36,0.0,0.0,0.7311547100543976,20.0
fashion_mnist,2024,9,A,0.5219,0.05555555555555555,5,5,0.8820861195110524,55,0.0,0.0,0.26110759377479553,20,35,0.14285714285714285,0.14285714285714285,0.5746134519577026,160
fashion_mnist,2024,9,B,0.5272,0.05555555555555555,5,5,0.8820861195110524,55,0.0,0.0,0.26110759377479553,20,35,0.14285714285714285,0.14285714285714285,0.6292513012886047,92
fashion_mnist,2024,9,C,0.5202,0.08888888888888889,8,5,0.814046594829422,55,0.01818181818181818,0.0,0.26110759377479553,20,35,0.2,0.14285714285714285,0.6026207208633423,20
fashion_mnist,2024,19,A,0.5258,0.12222222222222222,11,11,0.6937113441665707,53,0.0,0.0,0.21155624091625214,20,37,0.2972972972972973,0.2972972972972973,0.39445894956588745,160
fashion_mnist,2024,19,B,0.5178,0.15555555555555556,14,11,0.6540470976912143,53,0.0,0.0,0.21155624091625214,20,37,0.3783783783783784,0.2972972972972973,0.40876442193984985,93
fashion_mnist,2024,19,C,0.5245,0.15555555555555556,14,14,0.5194383619530559,53,0.018867924528301886,0.018867924528301886,0.21155624091625214,20,37,0.35135135135135137,0.35135135135135137,0.3932258188724518,20
fashion_mnist,2024,29,A,0.5377,0.18888888888888888,17,15,0.5308470455433508,55,0.03636363636363636,0.03636363636363636,0.22860534489154816,20,35,0.42857142857142855,0.37142857142857144,0.4581611156463623,160
fashion_mnist,2024,29,B,0.541,0.16666666666666666,15,15,0.5515347544826987,55,0.03636363636363636,0.03636363636363636,0.22860534489154816,20,35,0.37142857142857144,0.37142857142857144,0.45781344175338745,93
fashion_mnist,2024,29,C,0.5397,0.17777777777777778,16,16,0.4532627100247471,55,0.03636363636363636,0.03636363636363636,0.22860534489154816,20,35,0.4,0.4,0.4109593331813812,20
